Employee_ID,Promotion_Base_Readiness_Score_pct,Transfer_Base_Readiness_Score_pct,Reskilling_Base_Readiness_Score_pct,Reskilling_Need_Score_pct,Current_Role_Skill_Coverage_pct,Current_Role_Mandatory_Skill_Coverage_pct,Current_Role_Skill_Gap_Count,Current_Role_Mandatory_Gap_Count,Cross_Functional_Exposure_Score_pct,Overtime_Load_pct,Attendance_Availability_pct,Simulation_Feature_Version,Source_Data_As_Of_Date,Feature_Source
EMP520,91.98,85.78,81.31,72.0,22.0,33.33,4,2,43.75,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP521,89.98,76.36,75.79,64.0,35.0,33.33,3,2,25.0,0.0,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP522,84.52,81.12,78.09,72.0,22.0,33.33,4,2,62.5,5.77,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP523,93.03,83.4,84.91,100.0,0.0,0.0,5,3,31.25,0.58,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP524,88.26,85.22,72.87,36.0,57.0,66.67,2,1,75.0,0.58,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP525,76.79,66.27,55.03,44.0,45.0,66.67,3,1,31.25,0.0,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP526,74.26,63.3,60.01,44.0,45.0,66.67,3,1,25.0,6.35,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP527,67.54,56.15,66.31,56.0,53.0,33.33,2,2,25.0,4.62,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP528,79.27,65.31,61.61,100.0,0.0,0.0,5,3,18.75,5.77,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP529,76.6,60.08,59.45,64.0,40.0,33.33,3,2,0.0,5.2,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP530,73.61,60.28,60.1,92.0,15.0,0.0,4,3,12.5,2.89,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP531,74.64,59.37,55.0,44.0,42.0,66.67,3,1,0.0,4.62,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP532,79.75,61.68,59.2,72.0,22.0,33.33,4,2,0.0,6.93,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP533,74.86,58.58,61.23,72.0,22.0,33.33,4,2,0.0,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP534,78.03,64.2,55.43,92.0,15.0,0.0,4,3,18.75,12.12,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP535,72.53,65.68,52.09,64.0,37.0,33.33,3,2,43.75,16.17,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP536,78.6,65.31,57.6,64.0,38.0,33.33,3,2,18.75,7.51,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP537,80.17,76.53,58.61,36.0,65.0,66.67,2,1,75.0,1.73,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP538,65.58,49.39,50.06,16.0,67.0,100.0,2,0,0.0,3.46,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP539,64.53,48.92,55.7,44.0,45.0,66.67,3,1,0.0,7.51,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP540,66.08,50.23,47.7,64.0,37.0,33.33,3,2,0.0,1.73,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP541,88.36,75.06,80.1,44.0,42.0,66.67,3,1,37.5,19.63,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP542,92.0,81.6,89.8,56.0,55.0,33.33,2,2,37.5,6.93,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP543,87.95,77.46,86.51,44.0,45.0,66.67,3,1,50.0,7.51,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP544,92.78,81.1,95.38,100.0,0.0,0.0,5,3,31.25,9.24,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP545,92.75,79.63,94.23,100.0,0.0,0.0,5,3,25.0,13.86,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP546,89.82,78.65,79.47,92.0,15.0,0.0,4,3,50.0,9.24,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP547,92.06,78.7,88.03,36.0,57.0,66.67,2,1,25.0,14.43,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP548,94.48,83.41,82.41,84.0,33.0,0.0,3,3,37.5,10.39,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP549,94.96,86.4,84.29,64.0,40.0,33.33,3,2,50.0,13.86,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP550,85.1,76.32,71.8,72.0,20.0,33.33,4,2,43.75,13.86,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP551,84.05,77.55,73.21,72.0,22.0,33.33,4,2,56.25,12.12,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP552,94.45,85.82,79.84,28.0,75.0,66.67,1,1,50.0,5.77,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP553,93.92,79.19,63.88,72.0,20.0,33.33,4,2,18.75,13.28,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP554,94.12,81.94,82.23,92.0,15.0,0.0,4,3,31.25,13.86,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP555,91.78,79.31,75.11,36.0,60.0,66.67,2,1,43.75,4.04,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP556,87.31,72.14,77.95,44.0,47.0,66.67,3,1,18.75,20.79,92.3,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP557,83.79,75.39,72.51,44.0,47.0,66.67,3,1,43.75,17.32,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP558,93.38,85.56,87.63,44.0,42.0,66.67,3,1,37.5,11.55,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP559,91.08,77.69,87.86,72.0,22.0,33.33,4,2,12.5,15.59,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP560,92.21,85.76,80.35,72.0,25.0,33.33,4,2,56.25,5.2,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP561,92.6,90.66,82.21,64.0,37.0,33.33,3,2,68.75,19.05,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP562,91.79,84.56,82.33,36.0,62.0,66.67,2,1,37.5,9.24,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP563,86.88,74.17,81.02,92.0,18.0,0.0,4,3,25.0,5.77,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP564,91.36,81.15,73.62,36.0,62.0,66.67,2,1,50.0,9.24,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP565,93.98,93.76,87.7,64.0,37.0,33.33,3,2,81.25,17.32,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP566,87.17,79.04,83.45,44.0,45.0,66.67,3,1,18.75,8.08,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP567,88.92,84.89,84.64,64.0,43.0,33.33,3,2,50.0,17.32,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP568,86.15,83.1,70.66,36.0,60.0,66.67,2,1,68.75,17.32,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP569,82.99,80.12,60.13,100.0,0.0,0.0,5,3,56.25,13.86,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP570,71.36,63.85,53.67,72.0,25.0,33.33,4,2,37.5,6.35,89.2,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP571,79.55,63.92,58.98,72.0,20.0,33.33,4,2,12.5,17.9,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP572,78.1,62.64,57.49,44.0,42.0,66.67,3,1,12.5,20.79,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP573,77.51,67.45,64.85,44.0,47.0,66.67,3,1,37.5,6.35,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP574,67.08,50.6,49.52,44.0,47.0,66.67,3,1,0.0,14.43,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP575,77.02,61.71,63.78,36.0,65.0,66.67,2,1,12.5,0.0,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP576,76.97,64.88,57.97,72.0,22.0,33.33,4,2,25.0,8.66,92.3,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP577,78.45,62.0,60.99,64.0,35.0,33.33,3,2,6.25,8.08,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP578,77.13,59.25,56.84,92.0,15.0,0.0,4,3,0.0,6.93,90.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP579,74.97,61.12,52.93,8.0,85.0,100.0,1,0,12.5,13.86,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP580,78.99,62.9,59.17,84.0,33.0,0.0,3,3,12.5,2.31,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP581,76.94,58.94,56.01,64.0,40.0,33.33,3,2,0.0,5.2,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP582,74.3,60.49,65.77,56.0,53.0,33.33,2,2,12.5,10.39,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP583,63.45,48.62,48.41,64.0,35.0,33.33,3,2,0.0,3.46,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP584,64.45,57.41,61.76,64.0,43.0,33.33,3,2,37.5,12.7,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP585,67.03,63.68,57.45,100.0,0.0,0.0,5,3,62.5,15.59,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP586,88.11,85.36,83.3,28.0,75.0,66.67,1,1,87.5,16.74,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP587,88.39,79.24,82.4,100.0,0.0,0.0,5,3,56.25,7.51,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP588,93.71,82.86,91.3,64.0,40.0,33.33,3,2,37.5,13.28,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP589,93.65,85.25,90.22,64.0,40.0,33.33,3,2,50.0,10.97,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP590,93.29,83.52,89.86,100.0,0.0,0.0,5,3,43.75,7.51,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP591,91.96,82.71,88.7,44.0,47.0,66.67,3,1,43.75,12.12,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP592,92.34,82.92,89.87,84.0,33.0,0.0,3,3,43.75,9.24,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP593,94.55,85.92,79.92,92.0,18.0,0.0,4,3,50.0,16.17,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP594,86.39,76.6,75.45,36.0,60.0,66.67,2,1,50.0,12.7,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP595,89.65,74.67,73.47,64.0,38.0,33.33,3,2,31.25,17.32,92.3,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP596,92.85,86.95,80.27,16.0,67.0,100.0,2,0,62.5,6.93,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP597,89.33,71.06,72.04,44.0,45.0,66.67,3,1,12.5,7.51,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP598,86.87,75.36,78.0,44.0,47.0,66.67,3,1,43.75,6.35,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP599,95.47,80.19,81.86,36.0,57.0,66.67,2,1,18.75,16.74,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP600,88.33,80.86,72.88,100.0,0.0,0.0,5,3,62.5,12.7,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP601,86.28,76.1,79.08,100.0,0.0,0.0,5,3,37.5,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP602,81.6,73.85,71.26,36.0,60.0,66.67,2,1,37.5,4.62,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP603,92.49,79.26,84.61,100.0,0.0,0.0,5,3,12.5,17.9,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP604,86.97,78.08,78.68,72.0,22.0,33.33,4,2,50.0,17.32,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP605,89.75,79.71,72.97,56.0,53.0,33.33,2,2,43.75,5.2,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP606,90.66,92.72,82.35,72.0,25.0,33.33,4,2,81.25,9.82,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP607,85.33,79.76,73.49,72.0,25.0,33.33,4,2,56.25,15.01,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP608,91.63,85.13,69.11,100.0,0.0,0.0,5,3,50.0,11.55,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP609,86.4,79.96,59.48,92.0,15.0,0.0,4,3,56.25,5.2,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP610,85.24,74.9,59.94,92.0,15.0,0.0,4,3,37.5,11.55,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP611,88.82,79.6,79.9,64.0,35.0,33.33,3,2,25.0,22.52,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP612,90.1,81.27,71.68,72.0,20.0,33.33,4,2,50.0,9.82,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP613,85.14,84.04,76.44,44.0,47.0,66.67,3,1,81.25,9.82,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP614,81.08,75.96,74.99,100.0,0.0,0.0,5,3,43.75,17.9,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP615,78.42,65.04,57.92,84.0,33.0,0.0,3,3,25.0,10.97,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP616,78.39,65.23,63.58,44.0,42.0,66.67,3,1,18.75,8.08,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP617,64.58,49.44,48.6,44.0,42.0,66.67,3,1,0.0,8.08,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP618,75.52,61.36,50.15,100.0,0.0,0.0,5,3,12.5,11.55,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP619,77.36,63.68,63.29,64.0,40.0,33.33,3,2,18.75,8.66,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP620,78.39,60.6,61.37,64.0,38.0,33.33,3,2,0.0,12.7,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP621,76.82,63.72,53.01,64.0,40.0,33.33,3,2,18.75,12.7,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP622,78.22,65.46,52.46,72.0,20.0,33.33,4,2,25.0,12.7,89.2,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP623,74.2,57.94,62.73,64.0,37.0,33.33,3,2,0.0,5.2,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP624,75.67,60.28,50.79,92.0,15.0,0.0,4,3,6.25,6.93,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP625,75.71,62.8,50.78,72.0,20.0,33.33,4,2,18.75,9.82,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP626,79.23,68.86,53.14,44.0,47.0,66.67,3,1,37.5,8.08,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP627,76.98,59.8,63.2,100.0,0.0,0.0,5,3,0.0,1.15,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP628,67.22,50.88,52.24,84.0,33.0,0.0,3,3,0.0,16.74,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP629,66.6,52.82,65.12,56.0,58.0,33.33,2,2,12.5,8.66,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP630,65.6,57.64,58.95,64.0,35.0,33.33,3,2,37.5,10.97,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP631,92.64,76.77,87.97,64.0,43.0,33.33,3,2,12.5,12.7,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP632,89.13,74.54,76.67,92.0,18.0,0.0,4,3,31.25,18.48,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP633,92.52,83.19,92.07,64.0,38.0,33.33,3,2,43.75,1.73,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP634,92.26,85.0,88.58,92.0,18.0,0.0,4,3,56.25,6.35,90.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP635,87.61,77.33,81.39,100.0,0.0,0.0,5,3,50.0,13.86,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP636,93.79,79.17,89.85,64.0,35.0,33.33,3,2,18.75,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP637,93.43,83.66,91.47,92.0,18.0,0.0,4,3,43.75,2.31,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP638,96.33,83.44,84.94,72.0,20.0,33.33,4,2,31.25,6.35,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP639,89.41,71.14,71.1,44.0,47.0,66.67,3,1,12.5,5.2,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP640,90.89,78.46,73.46,72.0,20.0,33.33,4,2,43.75,3.46,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP641,92.05,81.73,66.41,64.0,43.0,33.33,3,2,25.0,6.93,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP642,91.01,73.51,54.83,44.0,47.0,66.67,3,1,18.75,4.04,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP643,95.74,81.92,81.71,44.0,45.0,66.67,3,1,25.0,6.93,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP644,86.51,69.26,61.91,92.0,18.0,0.0,4,3,6.25,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP645,91.78,84.75,85.97,64.0,38.0,33.33,3,2,43.75,5.2,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP646,86.89,76.4,74.31,100.0,0.0,0.0,5,3,31.25,8.66,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP647,86.38,82.88,67.34,100.0,0.0,0.0,5,3,37.5,1.73,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP648,86.7,77.05,74.81,64.0,40.0,33.33,3,2,37.5,15.01,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP649,88.17,73.9,73.32,44.0,47.0,66.67,3,1,18.75,0.0,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP650,85.56,77.8,75.93,100.0,0.0,0.0,5,3,43.75,11.55,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP651,92.49,83.31,86.39,100.0,0.0,0.0,5,3,31.25,6.35,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP652,93.6,85.62,82.21,64.0,40.0,33.33,3,2,43.75,10.97,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP653,81.78,71.95,77.26,72.0,25.0,33.33,4,2,25.0,7.51,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP654,90.67,81.11,82.11,92.0,18.0,0.0,4,3,31.25,7.51,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP655,88.16,84.92,74.62,72.0,25.0,33.33,4,2,68.75,0.0,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP656,92.61,85.54,82.14,92.0,18.0,0.0,4,3,50.0,8.08,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP657,87.31,80.19,55.7,72.0,25.0,33.33,4,2,50.0,8.08,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP658,86.95,77.85,74.52,72.0,25.0,33.33,4,2,37.5,10.39,90.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP659,95.82,90.09,81.76,72.0,25.0,33.33,4,2,62.5,0.0,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP660,80.57,66.32,62.94,64.0,35.0,33.33,3,2,25.0,7.51,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP661,76.45,72.89,60.71,64.0,40.0,33.33,3,2,62.5,3.46,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP662,80.24,60.83,63.54,36.0,65.0,66.67,2,1,0.0,2.31,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP663,79.45,69.78,57.4,72.0,22.0,33.33,4,2,50.0,4.62,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP664,76.6,64.87,60.78,100.0,0.0,0.0,5,3,25.0,1.73,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP665,76.67,64.98,57.88,64.0,40.0,33.33,3,2,25.0,6.93,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP666,76.65,67.04,56.51,64.0,40.0,33.33,3,2,37.5,7.51,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP667,72.67,65.26,54.77,72.0,25.0,33.33,4,2,37.5,13.28,92.3,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP668,78.12,62.57,67.41,44.0,45.0,66.67,3,1,12.5,15.01,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP669,78.68,63.14,52.59,72.0,20.0,33.33,4,2,12.5,6.35,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP670,76.66,60.36,61.15,72.0,25.0,33.33,4,2,0.0,3.46,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP671,78.74,69.76,57.34,64.0,35.0,33.33,3,2,37.5,0.58,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP672,67.57,53.17,62.38,64.0,38.0,33.33,3,2,12.5,1.73,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP673,67.07,53.86,53.11,100.0,0.0,0.0,5,3,12.5,17.32,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP674,63.69,53.14,45.53,64.0,40.0,33.33,3,2,18.75,5.2,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP675,64.39,57.48,45.55,44.0,45.0,66.67,3,1,43.75,2.31,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP676,92.3,86.68,87.38,56.0,53.0,33.33,2,2,62.5,8.66,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP677,87.82,83.65,83.46,92.0,18.0,0.0,4,3,81.25,8.66,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP678,87.46,78.43,81.28,72.0,20.0,33.33,4,2,56.25,10.39,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP679,90.72,85.04,93.62,72.0,20.0,33.33,4,2,62.5,1.15,89.2,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP680,87.39,76.97,80.12,72.0,25.0,33.33,4,2,50.0,8.66,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP681,93.31,77.47,89.5,72.0,20.0,33.33,4,2,12.5,1.15,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP682,87.33,75.83,81.2,72.0,20.0,33.33,4,2,43.75,5.77,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP683,88.65,76.62,75.01,36.0,62.0,66.67,2,1,43.75,5.77,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP684,83.4,74.58,77.86,16.0,67.0,100.0,2,0,37.5,4.62,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP685,94.05,81.6,83.49,72.0,22.0,33.33,4,2,31.25,2.31,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP686,88.41,77.05,77.32,64.0,38.0,33.33,3,2,43.75,0.0,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP687,86.64,81.52,69.92,36.0,65.0,66.67,2,1,75.0,4.62,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP688,89.84,76.19,74.64,36.0,57.0,66.67,2,1,31.25,2.31,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP689,94.81,83.44,80.96,44.0,45.0,66.67,3,1,37.5,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP690,90.53,79.53,63.21,64.0,37.0,33.33,3,2,25.0,9.24,89.2,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP691,87.48,87.35,81.14,56.0,53.0,33.33,2,2,68.75,5.77,89.2,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP692,83.89,83.28,58.66,100.0,0.0,0.0,5,3,75.0,2.31,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP693,91.18,80.91,66.78,100.0,0.0,0.0,5,3,25.0,8.08,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
