Position_ID,Department,Position_Title,Designation,Skill_ID,Skill_Name,Skill_Category,Requirement_Type,Mandatory_Flag,Minimum_Proficiency_Level,Minimum_Skill_Score,Skill_Weight_pct,Department_ID,Business_Unit,Organizational_Unit_ID,Data_As_Of_Date
POS-624,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-624,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-625,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-625,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-625,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-625,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-625,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-626,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-626,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-626,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-626,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-626,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-627,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-627,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-627,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-627,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-627,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-628,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-628,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-628,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-628,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-628,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-629,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-629,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-629,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-629,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-629,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-630,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-630,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-630,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-630,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-630,Quality Assurance,Senior Quality Engineer,Senior Quality Engineer,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-631,Quality Assurance,Quality Analyst,Quality Analyst,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-631,Quality Assurance,Quality Analyst,Quality Analyst,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-631,Quality Assurance,Quality Analyst,Quality Analyst,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-631,Quality Assurance,Quality Analyst,Quality Analyst,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-631,Quality Assurance,Quality Analyst,Quality Analyst,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-632,Quality Assurance,Quality Analyst,Quality Analyst,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-632,Quality Assurance,Quality Analyst,Quality Analyst,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-632,Quality Assurance,Quality Analyst,Quality Analyst,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-632,Quality Assurance,Quality Analyst,Quality Analyst,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-632,Quality Assurance,Quality Analyst,Quality Analyst,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-633,Quality Assurance,Quality Analyst,Quality Analyst,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-633,Quality Assurance,Quality Analyst,Quality Analyst,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-633,Quality Assurance,Quality Analyst,Quality Analyst,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-633,Quality Assurance,Quality Analyst,Quality Analyst,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-633,Quality Assurance,Quality Analyst,Quality Analyst,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-634,Quality Assurance,Quality Analyst,Quality Analyst,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-634,Quality Assurance,Quality Analyst,Quality Analyst,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-634,Quality Assurance,Quality Analyst,Quality Analyst,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-634,Quality Assurance,Quality Analyst,Quality Analyst,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-634,Quality Assurance,Quality Analyst,Quality Analyst,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-635,Quality Assurance,Quality Analyst,Quality Analyst,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-635,Quality Assurance,Quality Analyst,Quality Analyst,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-635,Quality Assurance,Quality Analyst,Quality Analyst,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-635,Quality Assurance,Quality Analyst,Quality Analyst,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-635,Quality Assurance,Quality Analyst,Quality Analyst,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-636,Quality Assurance,Quality Analyst,Quality Analyst,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-636,Quality Assurance,Quality Analyst,Quality Analyst,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-636,Quality Assurance,Quality Analyst,Quality Analyst,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-636,Quality Assurance,Quality Analyst,Quality Analyst,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-636,Quality Assurance,Quality Analyst,Quality Analyst,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-637,Quality Assurance,Quality Analyst,Quality Analyst,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-637,Quality Assurance,Quality Analyst,Quality Analyst,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-637,Quality Assurance,Quality Analyst,Quality Analyst,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-637,Quality Assurance,Quality Analyst,Quality Analyst,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-637,Quality Assurance,Quality Analyst,Quality Analyst,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-638,Quality Assurance,Quality Analyst,Quality Analyst,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-638,Quality Assurance,Quality Analyst,Quality Analyst,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-638,Quality Assurance,Quality Analyst,Quality Analyst,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-638,Quality Assurance,Quality Analyst,Quality Analyst,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-638,Quality Assurance,Quality Analyst,Quality Analyst,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-639,Quality Assurance,Quality Analyst,Quality Analyst,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-639,Quality Assurance,Quality Analyst,Quality Analyst,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-639,Quality Assurance,Quality Analyst,Quality Analyst,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-639,Quality Assurance,Quality Analyst,Quality Analyst,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-639,Quality Assurance,Quality Analyst,Quality Analyst,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-640,Quality Assurance,Quality Analyst,Quality Analyst,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-640,Quality Assurance,Quality Analyst,Quality Analyst,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-640,Quality Assurance,Quality Analyst,Quality Analyst,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-640,Quality Assurance,Quality Analyst,Quality Analyst,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-640,Quality Assurance,Quality Analyst,Quality Analyst,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-641,Quality Assurance,Quality Analyst,Quality Analyst,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-641,Quality Assurance,Quality Analyst,Quality Analyst,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-641,Quality Assurance,Quality Analyst,Quality Analyst,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-641,Quality Assurance,Quality Analyst,Quality Analyst,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-641,Quality Assurance,Quality Analyst,Quality Analyst,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-642,Quality Assurance,Quality Analyst,Quality Analyst,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-642,Quality Assurance,Quality Analyst,Quality Analyst,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-642,Quality Assurance,Quality Analyst,Quality Analyst,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-642,Quality Assurance,Quality Analyst,Quality Analyst,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-642,Quality Assurance,Quality Analyst,Quality Analyst,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-643,Quality Assurance,Quality Analyst,Quality Analyst,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-643,Quality Assurance,Quality Analyst,Quality Analyst,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-643,Quality Assurance,Quality Analyst,Quality Analyst,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-643,Quality Assurance,Quality Analyst,Quality Analyst,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-643,Quality Assurance,Quality Analyst,Quality Analyst,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-644,Quality Assurance,Quality Analyst,Quality Analyst,S092,Quality Auditing,Quality,Required,Yes,3,76,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-644,Quality Assurance,Quality Analyst,Quality Analyst,S093,Root Cause Analysis,Quality,Required,Yes,3,76,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-644,Quality Assurance,Quality Analyst,Quality Analyst,S094,Corrective Action Management,Quality,Required,Yes,3,76,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-644,Quality Assurance,Quality Analyst,Quality Analyst,S095,Statistical Process Control,Quality,Required,No,3,76,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-644,Quality Assurance,Quality Analyst,Quality Analyst,S022,Quality Control,Functional,Preferred,No,3,76,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-645,Quality Assurance,Quality Inspector,Quality Inspector,S092,Quality Auditing,Quality,Required,Yes,2,69,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-645,Quality Assurance,Quality Inspector,Quality Inspector,S093,Root Cause Analysis,Quality,Required,Yes,2,69,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-645,Quality Assurance,Quality Inspector,Quality Inspector,S094,Corrective Action Management,Quality,Required,Yes,2,69,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-645,Quality Assurance,Quality Inspector,Quality Inspector,S095,Statistical Process Control,Quality,Required,No,2,69,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-645,Quality Assurance,Quality Inspector,Quality Inspector,S022,Quality Control,Functional,Preferred,No,2,69,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-646,Quality Assurance,Quality Inspector,Quality Inspector,S092,Quality Auditing,Quality,Required,Yes,2,69,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-646,Quality Assurance,Quality Inspector,Quality Inspector,S093,Root Cause Analysis,Quality,Required,Yes,2,69,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-646,Quality Assurance,Quality Inspector,Quality Inspector,S094,Corrective Action Management,Quality,Required,Yes,2,69,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-646,Quality Assurance,Quality Inspector,Quality Inspector,S095,Statistical Process Control,Quality,Required,No,2,69,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-646,Quality Assurance,Quality Inspector,Quality Inspector,S022,Quality Control,Functional,Preferred,No,2,69,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-02,2026-08-01
POS-647,Quality Assurance,Quality Inspector,Quality Inspector,S092,Quality Auditing,Quality,Required,Yes,2,69,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-647,Quality Assurance,Quality Inspector,Quality Inspector,S093,Root Cause Analysis,Quality,Required,Yes,2,69,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-647,Quality Assurance,Quality Inspector,Quality Inspector,S094,Corrective Action Management,Quality,Required,Yes,2,69,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-647,Quality Assurance,Quality Inspector,Quality Inspector,S095,Statistical Process Control,Quality,Required,No,2,69,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-647,Quality Assurance,Quality Inspector,Quality Inspector,S022,Quality Control,Functional,Preferred,No,2,69,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
POS-648,Quality Assurance,Quality Inspector,Quality Inspector,S092,Quality Auditing,Quality,Required,Yes,2,69,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-648,Quality Assurance,Quality Inspector,Quality Inspector,S093,Root Cause Analysis,Quality,Required,Yes,2,69,22,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-648,Quality Assurance,Quality Inspector,Quality Inspector,S094,Corrective Action Management,Quality,Required,Yes,2,69,20,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-648,Quality Assurance,Quality Inspector,Quality Inspector,S095,Statistical Process Control,Quality,Required,No,2,69,18,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-648,Quality Assurance,Quality Inspector,Quality Inspector,S022,Quality Control,Functional,Preferred,No,2,69,15,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-01,2026-08-01
POS-649,Quality Assurance,Quality Inspector,Quality Inspector,S092,Quality Auditing,Quality,Required,Yes,2,69,25,DEPARTMENT-015,Industrial Operations,ORGANIZATIONAL-UNIT-QAS-TEAM-03,2026-08-01
