Historical_Employee_ID,Historical_Employee_Name,Department_ID,Department_Name,Last_Known_Job_Level,Historical_Status,Record_Effective_Date,Record_Purpose
HISTORICAL-EMPLOYEE-0905,Historical Administration Employee 0905,DEPARTMENT-010,Administration & Facilities,Senior,Former Employee,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0906,Historical Administration Employee 0906,DEPARTMENT-010,Administration & Facilities,Junior,Former Employee,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0907,Historical Legal Employee 0907,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0908,Historical Legal Employee 0908,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0909,Historical Legal Employee 0909,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0910,Historical Legal Employee 0910,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0911,Historical Procurement Employee 0911,DEPARTMENT-012,Procurement & Supply Chain,Junior,Historical Joiner,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0912,Historical Procurement Employee 0912,DEPARTMENT-012,Procurement & Supply Chain,Junior,Former Employee,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0913,Historical Procurement Employee 0913,DEPARTMENT-012,Procurement & Supply Chain,Mid,Former Employee,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0914,Historical Logistics Employee 0914,DEPARTMENT-013,Logistics & Warehouse,Junior,Former Employee,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0915,Historical Logistics Employee 0915,DEPARTMENT-013,Logistics & Warehouse,Junior,Former Employee,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0916,Historical Production Employee 0916,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0917,Historical Production Employee 0917,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0918,Historical Production Employee 0918,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0919,Historical Quality Employee 0919,DEPARTMENT-015,Quality Assurance,Junior,Historical Joiner,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0920,Historical Quality Employee 0920,DEPARTMENT-015,Quality Assurance,Junior,Historical Joiner,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0921,Historical Quality Employee 0921,DEPARTMENT-015,Quality Assurance,Senior,Former Employee,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0922,Historical Quality Employee 0922,DEPARTMENT-015,Quality Assurance,Senior,Former Employee,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0923,Historical Quality Employee 0923,DEPARTMENT-015,Quality Assurance,Junior,Former Employee,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0924,Historical Research Employee 0924,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0925,Historical Research Employee 0925,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0926,Historical Research Employee 0926,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0927,Historical Research Employee 0927,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0928,Historical Research Employee 0928,DEPARTMENT-016,Research & Development,Junior,Former Employee,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0929,Historical Research Employee 0929,DEPARTMENT-016,Research & Development,Senior,Former Employee,2026-03-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0930,Historical HR Employee 0930,DEPARTMENT-001,HR,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0931,Historical HR Employee 0931,DEPARTMENT-001,HR,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0932,Historical HR Employee 0932,DEPARTMENT-001,HR,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0933,Historical HR Employee 0933,DEPARTMENT-001,HR,Junior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0934,Historical Finance Employee 0934,DEPARTMENT-002,Finance,Senior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0935,Historical Sales Employee 0935,DEPARTMENT-003,Sales,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0936,Historical Customer Employee 0936,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0937,Historical Customer Employee 0937,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0938,Historical Customer Employee 0938,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0939,Historical Customer Employee 0939,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0940,Historical Customer Employee 0940,DEPARTMENT-004,Customer Support,Junior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0941,Historical Engineering Employee 0941,DEPARTMENT-005,Engineering,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0942,Historical Engineering Employee 0942,DEPARTMENT-005,Engineering,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0943,Historical Engineering Employee 0943,DEPARTMENT-005,Engineering,Mid,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0944,Historical Engineering Employee 0944,DEPARTMENT-005,Engineering,Senior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0945,Historical Engineering Employee 0945,DEPARTMENT-005,Engineering,Junior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0946,Historical IT Employee 0946,DEPARTMENT-007,IT,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0947,Historical IT Employee 0947,DEPARTMENT-007,IT,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0948,Historical IT Employee 0948,DEPARTMENT-007,IT,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0949,Historical IT Employee 0949,DEPARTMENT-007,IT,Junior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0950,Historical Medical Employee 0950,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0951,Historical Medical Employee 0951,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0952,Historical Medical Employee 0952,DEPARTMENT-008,Medical Care,Senior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0953,Historical Medical Employee 0953,DEPARTMENT-008,Medical Care,Mid,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0954,Historical Medical Employee 0954,DEPARTMENT-008,Medical Care,Senior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0955,Historical Training Employee 0955,DEPARTMENT-009,Training & Development,Junior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0956,Historical Training Employee 0956,DEPARTMENT-009,Training & Development,Mid,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0957,Historical Training Employee 0957,DEPARTMENT-009,Training & Development,Senior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0958,Historical Training Employee 0958,DEPARTMENT-009,Training & Development,Junior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0959,Historical Administration Employee 0959,DEPARTMENT-010,Administration & Facilities,Senior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0960,Historical Administration Employee 0960,DEPARTMENT-010,Administration & Facilities,Senior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0961,Historical Administration Employee 0961,DEPARTMENT-010,Administration & Facilities,Junior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0962,Historical Legal Employee 0962,DEPARTMENT-011,Legal & Compliance,Senior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0963,Historical Legal Employee 0963,DEPARTMENT-011,Legal & Compliance,Senior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0964,Historical Procurement Employee 0964,DEPARTMENT-012,Procurement & Supply Chain,Mid,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0965,Historical Procurement Employee 0965,DEPARTMENT-012,Procurement & Supply Chain,Mid,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0966,Historical Procurement Employee 0966,DEPARTMENT-012,Procurement & Supply Chain,Mid,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0967,Historical Logistics Employee 0967,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0968,Historical Logistics Employee 0968,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0969,Historical Logistics Employee 0969,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0970,Historical Logistics Employee 0970,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0971,Historical Logistics Employee 0971,DEPARTMENT-013,Logistics & Warehouse,Mid,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0972,Historical Logistics Employee 0972,DEPARTMENT-013,Logistics & Warehouse,Junior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0973,Historical Logistics Employee 0973,DEPARTMENT-013,Logistics & Warehouse,Senior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0974,Historical Production Employee 0974,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0975,Historical Production Employee 0975,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0976,Historical Production Employee 0976,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0977,Historical Production Employee 0977,DEPARTMENT-014,Production & Manufacturing,Mid,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0978,Historical Production Employee 0978,DEPARTMENT-014,Production & Manufacturing,Junior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0979,Historical Production Employee 0979,DEPARTMENT-014,Production & Manufacturing,Mid,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0980,Historical Quality Employee 0980,DEPARTMENT-015,Quality Assurance,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0981,Historical Quality Employee 0981,DEPARTMENT-015,Quality Assurance,Mid,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0982,Historical Quality Employee 0982,DEPARTMENT-015,Quality Assurance,Junior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0983,Historical Quality Employee 0983,DEPARTMENT-015,Quality Assurance,Junior,Former Employee,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0984,Historical Research Employee 0984,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2026-04-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0985,Historical HR Employee 0985,DEPARTMENT-001,HR,Mid,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0986,Historical Finance Employee 0986,DEPARTMENT-002,Finance,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0987,Historical Finance Employee 0987,DEPARTMENT-002,Finance,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0988,Historical Finance Employee 0988,DEPARTMENT-002,Finance,Senior,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0989,Historical Finance Employee 0989,DEPARTMENT-002,Finance,Mid,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0990,Historical Finance Employee 0990,DEPARTMENT-002,Finance,Senior,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0991,Historical Sales Employee 0991,DEPARTMENT-003,Sales,Senior,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0992,Historical Customer Employee 0992,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0993,Historical Customer Employee 0993,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0994,Historical Customer Employee 0994,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0995,Historical Customer Employee 0995,DEPARTMENT-004,Customer Support,Junior,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0996,Historical Customer Employee 0996,DEPARTMENT-004,Customer Support,Senior,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0997,Historical Customer Employee 0997,DEPARTMENT-004,Customer Support,Mid,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0998,Historical Engineering Employee 0998,DEPARTMENT-005,Engineering,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0999,Historical Operations Employee 0999,DEPARTMENT-006,Operations,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1000,Historical Operations Employee 1000,DEPARTMENT-006,Operations,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1001,Historical Operations Employee 1001,DEPARTMENT-006,Operations,Mid,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1002,Historical IT Employee 1002,DEPARTMENT-007,IT,Mid,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1003,Historical Medical Employee 1003,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1004,Historical Medical Employee 1004,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1005,Historical Medical Employee 1005,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1006,Historical Medical Employee 1006,DEPARTMENT-008,Medical Care,Senior,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1007,Historical Training Employee 1007,DEPARTMENT-009,Training & Development,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1008,Historical Training Employee 1008,DEPARTMENT-009,Training & Development,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1009,Historical Training Employee 1009,DEPARTMENT-009,Training & Development,Mid,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1010,Historical Training Employee 1010,DEPARTMENT-009,Training & Development,Mid,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1011,Historical Legal Employee 1011,DEPARTMENT-011,Legal & Compliance,Mid,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1012,Historical Legal Employee 1012,DEPARTMENT-011,Legal & Compliance,Senior,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1013,Historical Procurement Employee 1013,DEPARTMENT-012,Procurement & Supply Chain,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1014,Historical Procurement Employee 1014,DEPARTMENT-012,Procurement & Supply Chain,Senior,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1015,Historical Procurement Employee 1015,DEPARTMENT-012,Procurement & Supply Chain,Mid,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1016,Historical Logistics Employee 1016,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1017,Historical Logistics Employee 1017,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1018,Historical Logistics Employee 1018,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1019,Historical Logistics Employee 1019,DEPARTMENT-013,Logistics & Warehouse,Senior,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1020,Historical Logistics Employee 1020,DEPARTMENT-013,Logistics & Warehouse,Junior,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1021,Historical Production Employee 1021,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1022,Historical Production Employee 1022,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1023,Historical Production Employee 1023,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1024,Historical Production Employee 1024,DEPARTMENT-014,Production & Manufacturing,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1025,Historical Production Employee 1025,DEPARTMENT-014,Production & Manufacturing,Mid,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1026,Historical Production Employee 1026,DEPARTMENT-014,Production & Manufacturing,Junior,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1027,Historical Research Employee 1027,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1028,Historical Research Employee 1028,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1029,Historical Research Employee 1029,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1030,Historical Research Employee 1030,DEPARTMENT-016,Research & Development,Junior,Historical Joiner,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1031,Historical Research Employee 1031,DEPARTMENT-016,Research & Development,Junior,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1032,Historical Research Employee 1032,DEPARTMENT-016,Research & Development,Mid,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1033,Historical Research Employee 1033,DEPARTMENT-016,Research & Development,Mid,Former Employee,2026-05-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1034,Historical HR Employee 1034,DEPARTMENT-001,HR,Junior,Historical Joiner,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1035,Historical HR Employee 1035,DEPARTMENT-001,HR,Junior,Historical Joiner,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1036,Historical HR Employee 1036,DEPARTMENT-001,HR,Mid,Former Employee,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1037,Historical HR Employee 1037,DEPARTMENT-001,HR,Mid,Former Employee,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1038,Historical HR Employee 1038,DEPARTMENT-001,HR,Mid,Former Employee,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1039,Historical Finance Employee 1039,DEPARTMENT-002,Finance,Junior,Historical Joiner,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1040,Historical Finance Employee 1040,DEPARTMENT-002,Finance,Junior,Former Employee,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1041,Historical Sales Employee 1041,DEPARTMENT-003,Sales,Junior,Historical Joiner,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1042,Historical Engineering Employee 1042,DEPARTMENT-005,Engineering,Junior,Historical Joiner,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1043,Historical Engineering Employee 1043,DEPARTMENT-005,Engineering,Junior,Historical Joiner,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1044,Historical Engineering Employee 1044,DEPARTMENT-005,Engineering,Mid,Former Employee,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1045,Historical Engineering Employee 1045,DEPARTMENT-005,Engineering,Senior,Former Employee,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1046,Historical Engineering Employee 1046,DEPARTMENT-005,Engineering,Senior,Former Employee,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1047,Historical Operations Employee 1047,DEPARTMENT-006,Operations,Junior,Historical Joiner,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1048,Historical Operations Employee 1048,DEPARTMENT-006,Operations,Junior,Historical Joiner,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1049,Historical IT Employee 1049,DEPARTMENT-007,IT,Junior,Historical Joiner,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-1050,Historical IT Employee 1050,DEPARTMENT-007,IT,Junior,Historical Joiner,2026-06-01,Supports complete 24-month movement history without adding former staff to the active attrition population
