Course_ID,Course_Name,Skill_ID,Skill_Name,Skill_Category,Skill_Type,Course_Level,Recommended_From_Proficiency_Level,Target_Proficiency_Level,Estimated_Duration_Hours,Delivery_Mode,Provider_Type,Assessment_Method,Certificate_Available,Professional_Growth_Outcome,Active_Status,Catalog_Mode,Data_As_Of_Date
COURSE-S088-PRC,Applied Production Planning in Operations,S088,Production Planning,Manufacturing,Core,Practitioner,2,3,14,Blended,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Production Planning for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S088-ADV,Advanced Production Planning and Continuous Improvement,S088,Production Planning,Manufacturing,Core,Advanced,3,5,20,Blended,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Production Planning for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S089-FND,Machine Operation Essentials,S089,Machine Operation,Manufacturing,Core,Foundation,0,2,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Machine Operation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S089-PRC,Applied Machine Operation in Operations,S089,Machine Operation,Manufacturing,Core,Practitioner,2,3,14,Blended,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Machine Operation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S089-ADV,Advanced Machine Operation and Continuous Improvement,S089,Machine Operation,Manufacturing,Core,Advanced,3,5,20,Blended,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Machine Operation for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S090-FND,Preventive Maintenance Essentials,S090,Preventive Maintenance,Manufacturing,Core,Foundation,0,2,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Preventive Maintenance for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S090-PRC,Applied Preventive Maintenance in Operations,S090,Preventive Maintenance,Manufacturing,Core,Practitioner,2,3,14,Blended,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Preventive Maintenance for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S090-ADV,Advanced Preventive Maintenance and Continuous Improvement,S090,Preventive Maintenance,Manufacturing,Core,Advanced,3,5,20,Blended,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Preventive Maintenance for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S091-FND,Lean Manufacturing Essentials,S091,Lean Manufacturing,Manufacturing,Core,Foundation,0,2,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Lean Manufacturing for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S091-PRC,Applied Lean Manufacturing in Operations,S091,Lean Manufacturing,Manufacturing,Core,Practitioner,2,3,14,Blended,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Lean Manufacturing for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S091-ADV,Advanced Lean Manufacturing and Continuous Improvement,S091,Lean Manufacturing,Manufacturing,Core,Advanced,3,5,20,Blended,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Lean Manufacturing for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S092-FND,Quality Auditing Essentials,S092,Quality Auditing,Quality,Core,Foundation,0,2,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Quality Auditing for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S092-PRC,Applied Quality Auditing in Operations,S092,Quality Auditing,Quality,Core,Practitioner,2,3,14,Blended,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Quality Auditing for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S092-ADV,Advanced Quality Auditing and Continuous Improvement,S092,Quality Auditing,Quality,Core,Advanced,3,5,20,Blended,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Quality Auditing for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S093-FND,Root Cause Analysis Essentials,S093,Root Cause Analysis,Quality,Core,Foundation,0,2,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Root Cause Analysis for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S093-PRC,Applied Root Cause Analysis in Operations,S093,Root Cause Analysis,Quality,Core,Practitioner,2,3,14,Blended,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Root Cause Analysis for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S093-ADV,Advanced Root Cause Analysis and Continuous Improvement,S093,Root Cause Analysis,Quality,Core,Advanced,3,5,20,Blended,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Root Cause Analysis for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S094-FND,Corrective Action Management Essentials,S094,Corrective Action Management,Quality,Core,Foundation,0,2,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Corrective Action Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S094-PRC,Applied Corrective Action Management in Operations,S094,Corrective Action Management,Quality,Core,Practitioner,2,3,14,Blended,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Corrective Action Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S094-ADV,Advanced Corrective Action Management and Continuous Improvement,S094,Corrective Action Management,Quality,Core,Advanced,3,5,20,Blended,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Corrective Action Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S095-FND,Statistical Process Control Essentials,S095,Statistical Process Control,Quality,Core,Foundation,0,2,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Statistical Process Control for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S095-PRC,Applied Statistical Process Control in Operations,S095,Statistical Process Control,Quality,Core,Practitioner,2,3,14,Blended,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Statistical Process Control for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S095-ADV,Advanced Statistical Process Control and Continuous Improvement,S095,Statistical Process Control,Quality,Core,Advanced,3,5,20,Blended,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Statistical Process Control for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S096-FND,Research Methodology Foundations,S096,Research Methodology,Research,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Research Methodology for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S096-PRC,Applied Research Methodology for R&D,S096,Research Methodology,Research,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Research Methodology for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S096-ADV,Advanced Research Methodology and Innovation Practice,S096,Research Methodology,Research,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Research Methodology for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S097-FND,Experimental Design Foundations,S097,Experimental Design,Research,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Experimental Design for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S097-PRC,Applied Experimental Design for R&D,S097,Experimental Design,Research,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Experimental Design for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S097-ADV,Advanced Experimental Design and Innovation Practice,S097,Experimental Design,Research,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Experimental Design for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S098-FND,Technical Writing Foundations,S098,Technical Writing,Research,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Technical Writing for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S098-PRC,Applied Technical Writing for R&D,S098,Technical Writing,Research,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Technical Writing for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S098-ADV,Advanced Technical Writing and Innovation Practice,S098,Technical Writing,Research,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Technical Writing for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S099-FND,Innovation Management Foundations,S099,Innovation Management,Research,Core,Foundation,0,2,6,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Innovation Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S099-PRC,Applied Innovation Management for R&D,S099,Innovation Management,Research,Core,Practitioner,2,3,10,Virtual / Workshop,Internal Academy / Approved External Provider,Knowledge check + practical exercise,Yes,Strengthen Innovation Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
COURSE-S099-ADV,Advanced Innovation Management and Innovation Practice,S099,Innovation Management,Research,Core,Advanced,3,5,16,Virtual / Workshop,Internal Academy / Approved External Provider,Practical assessment + manager validation,Yes,Strengthen Innovation Management for better current-role performance and readiness for higher-responsibility work.,Active,DEMO_COURSE_CATALOG,2026-08-01
