Department_Budget_Record_ID,Budget_Month,Department_ID,Department_Name,Cost_Center_ID,Budgeted_Position_Count,Approved_Salary_and_Benefits_Budget,Recruitment_Budget,Training_and_Development_Budget,Overtime_Budget,Workforce_Contingency_Budget,Total_Approved_People_Budget,Actual_Salary_Cost,Actual_Benefits_Cost,Actual_Recruitment_Cost,Actual_Training_Cost,Actual_Overtime_Cost,Total_Actual_People_Cost,Remaining_People_Budget,Budget_Utilization_Percentage,Budget_Status,Budget_Currency,Data_As_Of_Date
DEPARTMENT-BUDGET-0338,2024-10-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,10310666,109980,40000,171844,309319,10941809,6873777,1374755,76660,28329,137908,8491429,2450380,77.61,Within Budget,PKR,2024-10-28
DEPARTMENT-BUDGET-0339,2024-11-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,10310666,96232,41000,176140,309319,10933357,7045622,1409124,82274,27861,210549,8775430,2157927,80.26,Within Budget,PKR,2024-11-28
DEPARTMENT-BUDGET-0340,2024-12-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,10310666,54990,44000,189028,309319,10908003,7561155,1512231,29206,35386,210399,9348377,1559626,85.7,Within Budget,PKR,2024-12-28
DEPARTMENT-BUDGET-0341,2025-01-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,11135520,96232,41000,176140,334065,11782957,7609272,1521854,62922,27119,163715,9384882,2398075,79.65,Within Budget,PKR,2025-01-28
DEPARTMENT-BUDGET-0342,2025-02-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,11135520,109980,40000,171844,334065,11791409,7423680,1484736,84853,30055,177642,9200966,2590443,78.03,Within Budget,PKR,2025-02-28
DEPARTMENT-BUDGET-0343,2025-03-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,11135520,109980,40000,171844,334065,11791409,7423680,1484736,47922,36577,198893,9191808,2599601,77.95,Within Budget,PKR,2025-03-28
DEPARTMENT-BUDGET-0344,2025-04-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,11135520,82485,42000,180436,334065,11774506,7794864,1558972,72418,40122,142977,9609353,2165153,81.61,Within Budget,PKR,2025-04-28
DEPARTMENT-BUDGET-0345,2025-05-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,11135520,68737,43000,184732,334065,11766054,7980456,1596091,27567,42200,215426,9861740,1904314,83.82,Within Budget,PKR,2025-05-28
DEPARTMENT-BUDGET-0346,2025-06-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,11135520,82485,42000,180436,334065,11774506,7794864,1558972,43231,33556,200005,9630628,2143878,81.79,Within Budget,PKR,2025-06-28
DEPARTMENT-BUDGET-0347,2025-07-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,11135520,68737,43000,184732,334065,11766054,7980456,1596091,23217,28719,181430,9809913,1956141,83.37,Within Budget,PKR,2025-07-28
DEPARTMENT-BUDGET-0348,2025-08-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,11135520,82485,42000,180436,334065,11774506,7794864,1558972,56074,28674,168100,9606684,2167822,81.59,Within Budget,PKR,2025-08-28
DEPARTMENT-BUDGET-0349,2025-09-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,11135520,68737,43000,184732,334065,11766054,7980456,1596091,59861,28345,199444,9864197,1901857,83.84,Within Budget,PKR,2025-09-28
DEPARTMENT-BUDGET-0350,2025-10-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,11135520,68737,43000,184732,334065,11766054,7980456,1596091,21335,39450,164299,9801631,1964423,83.3,Within Budget,PKR,2025-10-28
DEPARTMENT-BUDGET-0351,2025-11-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,11135520,41242,45000,193325,334065,11749152,8351640,1670328,13255,31210,231534,10297967,1451185,87.65,Within Budget,PKR,2025-11-28
DEPARTMENT-BUDGET-0352,2025-12-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,48,11135520,41242,45000,193325,334065,11749152,8351640,1670328,25654,44648,164056,10256326,1492826,87.29,Within Budget,PKR,2025-12-28
DEPARTMENT-BUDGET-0353,2026-01-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,49,12209547,96232,42000,180436,366286,12894501,8372261,1674452,83763,39786,178561,10348823,2545678,80.26,Within Budget,PKR,2026-01-28
DEPARTMENT-BUDGET-0354,2026-02-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,49,12209547,68737,44000,189028,366286,12877598,8770940,1754188,59158,36097,176361,10796744,2080854,83.84,Within Budget,PKR,2026-02-28
DEPARTMENT-BUDGET-0355,2026-03-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,49,12209547,82485,43000,184732,366286,12886050,8571600,1714320,28678,39347,186947,10540892,2345158,81.8,Within Budget,PKR,2026-03-28
DEPARTMENT-BUDGET-0356,2026-04-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,49,12209547,82485,43000,184732,366286,12886050,8571600,1714320,25988,41455,207705,10561068,2324982,81.96,Within Budget,PKR,2026-04-28
DEPARTMENT-BUDGET-0357,2026-05-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,49,12209547,68737,44000,189028,366286,12877598,8770940,1754188,48661,31686,152966,10758441,2119157,83.54,Within Budget,PKR,2026-05-28
DEPARTMENT-BUDGET-0358,2026-06-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,49,12209547,68737,44000,189028,366286,12877598,8770940,1754188,21427,40600,197902,10785057,2092541,83.75,Within Budget,PKR,2026-06-28
DEPARTMENT-BUDGET-0359,2026-07-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,49,12209547,41242,46000,197621,366286,12860696,9169619,1833923,26290,30565,187699,11248096,1612600,87.46,Within Budget,PKR,2026-07-28
DEPARTMENT-BUDGET-0360,2026-08-01,DEPARTMENT-015,Quality Assurance,COST-CENTER-QAS,49,12209547,54990,45000,193325,366286,12869148,8970280,1794056,26511,36305,231823,11058975,1810173,85.93,Within Budget,PKR,2026-08-01
DEPARTMENT-BUDGET-0361,2024-09-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,48,12228000,179344,37000,188515,366840,12999699,7540600,1508120,68160,36502,206822,9360204,3639495,72.0,Within Budget,PKR,2024-09-28
DEPARTMENT-BUDGET-0362,2024-10-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,48,12228000,179344,37000,188515,366840,12999699,7540600,1508120,89064,25404,182559,9345747,3653952,71.89,Within Budget,PKR,2024-10-28
DEPARTMENT-BUDGET-0363,2024-11-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,48,12228000,146736,39000,198705,366840,12979281,7948200,1589640,48336,30010,155519,9771705,3207576,75.29,Within Budget,PKR,2024-11-28
DEPARTMENT-BUDGET-0364,2024-12-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,48,12228000,163040,38000,193610,366840,12989490,7744400,1548880,64051,30762,180356,9568449,3421041,73.66,Within Budget,PKR,2024-12-28
DEPARTMENT-BUDGET-0365,2025-01-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,49,13481370,179344,38000,193610,404441,14296765,8363952,1672790,99125,30038,155006,10320911,3975854,72.19,Within Budget,PKR,2025-01-28
DEPARTMENT-BUDGET-0366,2025-02-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,49,13481370,163040,39000,198705,404441,14286556,8584056,1716811,117710,34136,237696,10690409,3596147,74.83,Within Budget,PKR,2025-02-28
DEPARTMENT-BUDGET-0367,2025-03-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,49,13481370,163040,39000,198705,404441,14286556,8584056,1716811,96325,24599,164746,10586537,3700019,74.1,Within Budget,PKR,2025-03-28
DEPARTMENT-BUDGET-0368,2025-04-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,49,13481370,163040,39000,198705,404441,14286556,8584056,1716811,104306,27335,220582,10653090,3633466,74.57,Within Budget,PKR,2025-04-28
DEPARTMENT-BUDGET-0369,2025-05-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,49,13481370,163040,39000,198705,404441,14286556,8584056,1716811,124335,30267,212087,10667556,3619000,74.67,Within Budget,PKR,2025-05-28
DEPARTMENT-BUDGET-0370,2025-06-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,49,13481370,163040,39000,198705,404441,14286556,8584056,1716811,114306,25259,226785,10667217,3619339,74.67,Within Budget,PKR,2025-06-28
DEPARTMENT-BUDGET-0371,2025-07-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,49,13481370,146736,40000,203800,404441,14276347,8804160,1760832,79782,33213,190364,10868351,3407996,76.13,Within Budget,PKR,2025-07-28
DEPARTMENT-BUDGET-0372,2025-08-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,49,13481370,130432,41000,208895,404441,14266138,9024264,1804852,77360,24784,158180,11089440,3176698,77.73,Within Budget,PKR,2025-08-28
DEPARTMENT-BUDGET-0373,2025-09-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,49,13481370,146736,40000,203800,404441,14276347,8804160,1760832,55923,36906,186596,10844417,3431930,75.96,Within Budget,PKR,2025-09-28
DEPARTMENT-BUDGET-0374,2025-10-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,49,13481370,114128,42000,213990,404441,14255929,9244368,1848873,47895,38166,232603,11411905,2844024,80.05,Within Budget,PKR,2025-10-28
DEPARTMENT-BUDGET-0375,2025-11-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,49,13481370,114128,42000,213990,404441,14255929,9244368,1848873,41363,32470,254190,11421264,2834665,80.12,Within Budget,PKR,2025-11-28
DEPARTMENT-BUDGET-0376,2025-12-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,49,13481370,114128,42000,213990,404441,14255929,9244368,1848873,63717,32122,220134,11409214,2846715,80.03,Within Budget,PKR,2025-12-28
DEPARTMENT-BUDGET-0377,2026-01-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,50,14775500,130432,42000,213990,443265,15605187,9929136,1985827,99086,30285,165736,12210070,3395117,78.24,Within Budget,PKR,2026-01-28
DEPARTMENT-BUDGET-0378,2026-02-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,50,14775500,130432,42000,213990,443265,15605187,9929136,1985827,56095,31895,222263,12225216,3379971,78.34,Within Budget,PKR,2026-02-28
DEPARTMENT-BUDGET-0379,2026-03-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,50,14775500,114128,43000,219085,443265,15594978,10165544,2033108,43477,33184,218199,12493512,3101466,80.11,Within Budget,PKR,2026-03-28
DEPARTMENT-BUDGET-0380,2026-04-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,50,14775500,97824,44000,224180,443265,15584769,10401952,2080390,86083,31679,251526,12851630,2733139,82.46,Within Budget,PKR,2026-04-28
DEPARTMENT-BUDGET-0381,2026-05-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,50,14775500,97824,44000,224180,443265,15584769,10401952,2080390,86018,31378,174007,12773745,2811024,81.96,Within Budget,PKR,2026-05-28
DEPARTMENT-BUDGET-0382,2026-06-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,50,14775500,114128,43000,219085,443265,15594978,10165544,2033108,42160,33535,205107,12479454,3115524,80.02,Within Budget,PKR,2026-06-28
DEPARTMENT-BUDGET-0383,2026-07-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,50,14775500,81520,45000,229275,443265,15574560,10638360,2127672,36525,34969,231557,13069083,2505477,83.91,Within Budget,PKR,2026-07-28
DEPARTMENT-BUDGET-0384,2026-08-01,DEPARTMENT-016,Research & Development,COST-CENTER-RND,50,14775500,81520,45000,229275,443265,15574560,10638360,2127672,33926,34616,173441,13008015,2566545,83.52,Within Budget,PKR,2026-08-01
