Activity_Date,Department_ID,Department_Name,Actual_Employee_Count,Employees_Available_for_Work,Employees_on_Approved_Leave,Employees_Absent,Total_Overtime_Hours,Open_Position_Count,Critical_Open_Position_Count,Workforce_Availability_Percentage,Data_Refresh_Timestamp,Data_Quality_Status
2026-06-13,DEPARTMENT-012,Procurement & Supply Chain,45,39,0,6,5,3,1,86.67,2026-06-13T18:00:00+05:00,Validated
2026-06-13,DEPARTMENT-013,Logistics & Warehouse,45,39,1,5,12,8,2,86.67,2026-06-13T18:00:00+05:00,Validated
2026-06-13,DEPARTMENT-014,Production & Manufacturing,45,39,0,6,13,11,11,86.67,2026-06-13T18:00:00+05:00,Validated
2026-06-13,DEPARTMENT-015,Quality Assurance,45,37,3,5,19,5,1,82.22,2026-06-13T18:00:00+05:00,Validated
2026-06-13,DEPARTMENT-016,Research & Development,45,39,1,5,12,7,2,86.67,2026-06-13T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-001,HR,45,37,3,5,5,0,0,82.22,2026-06-14T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-002,Finance,45,39,0,6,4,3,1,86.67,2026-06-14T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-003,Sales,45,36,2,7,7,7,2,80.0,2026-06-14T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-004,Customer Support,45,35,1,9,4,5,1,77.78,2026-06-14T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-005,Engineering,45,37,1,7,3,9,3,82.22,2026-06-14T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-006,Operations,45,38,3,4,10,6,2,84.44,2026-06-14T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-007,IT,45,38,2,5,9,4,1,84.44,2026-06-14T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-008,Medical Care,45,34,2,9,19,10,10,75.56,2026-06-14T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-009,Training & Development,45,38,1,6,6,2,0,84.44,2026-06-14T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-010,Administration & Facilities,45,41,1,3,3,0,0,91.11,2026-06-14T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-011,Legal & Compliance,45,35,3,7,5,0,0,77.78,2026-06-14T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-012,Procurement & Supply Chain,45,36,4,5,2,3,1,80.0,2026-06-14T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-013,Logistics & Warehouse,45,36,4,5,15,8,2,80.0,2026-06-14T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-014,Production & Manufacturing,45,38,3,4,13,11,11,84.44,2026-06-14T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-015,Quality Assurance,45,41,2,2,5,5,1,91.11,2026-06-14T18:00:00+05:00,Validated
2026-06-14,DEPARTMENT-016,Research & Development,45,40,1,4,5,7,2,88.89,2026-06-14T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-001,HR,45,42,1,2,7,0,0,93.33,2026-06-15T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-002,Finance,45,42,0,3,5,3,1,93.33,2026-06-15T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-003,Sales,45,43,1,1,14,7,2,95.56,2026-06-15T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-004,Customer Support,45,43,0,2,10,5,1,95.56,2026-06-15T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-005,Engineering,45,45,0,0,2,9,3,100.0,2026-06-15T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-006,Operations,45,43,2,0,12,6,2,95.56,2026-06-15T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-007,IT,45,44,0,1,11,4,1,97.78,2026-06-15T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-008,Medical Care,45,41,2,2,18,10,10,91.11,2026-06-15T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-009,Training & Development,45,44,0,1,5,2,0,97.78,2026-06-15T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-010,Administration & Facilities,45,43,2,0,11,0,0,95.56,2026-06-15T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-011,Legal & Compliance,45,39,2,4,0,0,0,86.67,2026-06-15T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-012,Procurement & Supply Chain,45,43,1,1,13,3,1,95.56,2026-06-15T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-013,Logistics & Warehouse,45,42,1,2,6,8,2,93.33,2026-06-15T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-014,Production & Manufacturing,45,41,1,3,9,11,11,91.11,2026-06-15T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-015,Quality Assurance,45,40,2,3,0,5,1,88.89,2026-06-15T18:00:00+05:00,Validated
2026-06-15,DEPARTMENT-016,Research & Development,45,44,1,0,5,7,2,97.78,2026-06-15T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-001,HR,45,40,1,4,8,0,0,88.89,2026-06-16T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-002,Finance,45,42,0,3,2,3,1,93.33,2026-06-16T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-003,Sales,45,43,1,1,10,7,2,95.56,2026-06-16T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-004,Customer Support,45,41,2,2,10,5,1,91.11,2026-06-16T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-005,Engineering,45,42,2,1,5,9,3,93.33,2026-06-16T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-006,Operations,45,44,1,0,8,6,2,97.78,2026-06-16T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-007,IT,45,43,0,2,3,4,1,95.56,2026-06-16T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-008,Medical Care,45,43,1,1,11,10,10,95.56,2026-06-16T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-009,Training & Development,45,43,2,0,7,2,0,95.56,2026-06-16T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-010,Administration & Facilities,45,41,2,2,9,0,0,91.11,2026-06-16T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-011,Legal & Compliance,45,45,0,0,0,0,0,100.0,2026-06-16T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-012,Procurement & Supply Chain,45,43,2,0,5,3,1,95.56,2026-06-16T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-013,Logistics & Warehouse,45,43,1,1,13,8,2,95.56,2026-06-16T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-014,Production & Manufacturing,45,43,1,1,18,11,11,95.56,2026-06-16T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-015,Quality Assurance,45,43,1,1,11,5,1,95.56,2026-06-16T18:00:00+05:00,Validated
2026-06-16,DEPARTMENT-016,Research & Development,45,40,3,2,6,7,2,88.89,2026-06-16T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-001,HR,45,39,3,3,9,0,0,86.67,2026-06-17T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-002,Finance,45,44,0,1,2,3,1,97.78,2026-06-17T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-003,Sales,45,43,2,0,12,7,2,95.56,2026-06-17T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-004,Customer Support,45,42,2,1,7,5,1,93.33,2026-06-17T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-005,Engineering,45,42,1,2,9,9,3,93.33,2026-06-17T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-006,Operations,45,40,2,3,6,6,2,88.89,2026-06-17T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-007,IT,45,43,2,0,7,4,1,95.56,2026-06-17T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-008,Medical Care,45,44,0,1,18,10,10,97.78,2026-06-17T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-009,Training & Development,45,38,2,5,11,2,0,84.44,2026-06-17T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-010,Administration & Facilities,45,40,1,4,12,0,0,88.89,2026-06-17T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-011,Legal & Compliance,45,42,2,1,4,0,0,93.33,2026-06-17T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-012,Procurement & Supply Chain,45,43,1,1,19,3,1,95.56,2026-06-17T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-013,Logistics & Warehouse,45,40,2,3,15,8,2,88.89,2026-06-17T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-014,Production & Manufacturing,45,44,1,0,14,11,11,97.78,2026-06-17T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-015,Quality Assurance,45,44,1,0,9,5,1,97.78,2026-06-17T18:00:00+05:00,Validated
2026-06-17,DEPARTMENT-016,Research & Development,45,43,1,1,8,7,2,95.56,2026-06-17T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-001,HR,45,42,0,3,6,0,0,93.33,2026-06-18T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-002,Finance,45,41,2,2,8,3,1,91.11,2026-06-18T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-003,Sales,45,40,2,3,9,7,2,88.89,2026-06-18T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-004,Customer Support,45,43,1,1,13,5,1,95.56,2026-06-18T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-005,Engineering,45,41,2,2,9,9,3,91.11,2026-06-18T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-006,Operations,45,41,2,2,12,6,2,91.11,2026-06-18T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-007,IT,45,42,2,1,10,4,1,93.33,2026-06-18T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-008,Medical Care,45,42,0,3,15,10,10,93.33,2026-06-18T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-009,Training & Development,45,43,2,0,7,2,0,95.56,2026-06-18T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-010,Administration & Facilities,45,43,0,2,4,0,0,95.56,2026-06-18T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-011,Legal & Compliance,45,43,0,2,8,0,0,95.56,2026-06-18T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-012,Procurement & Supply Chain,45,40,2,3,13,3,1,88.89,2026-06-18T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-013,Logistics & Warehouse,45,40,4,1,12,8,2,88.89,2026-06-18T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-014,Production & Manufacturing,45,43,1,1,11,11,11,95.56,2026-06-18T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-015,Quality Assurance,45,41,2,2,4,5,1,91.11,2026-06-18T18:00:00+05:00,Validated
2026-06-18,DEPARTMENT-016,Research & Development,45,42,3,0,10,7,2,93.33,2026-06-18T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-001,HR,45,43,2,0,10,0,0,95.56,2026-06-19T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-002,Finance,45,43,2,0,0,3,1,95.56,2026-06-19T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-003,Sales,45,43,2,0,11,7,2,95.56,2026-06-19T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-004,Customer Support,45,42,2,1,6,5,1,93.33,2026-06-19T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-005,Engineering,45,42,3,0,5,9,3,93.33,2026-06-19T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-006,Operations,45,43,0,2,5,6,2,95.56,2026-06-19T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-007,IT,45,43,0,2,8,4,1,95.56,2026-06-19T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-008,Medical Care,45,41,2,2,13,10,10,91.11,2026-06-19T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-009,Training & Development,45,41,2,2,1,2,0,91.11,2026-06-19T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-010,Administration & Facilities,45,42,2,1,7,0,0,93.33,2026-06-19T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-011,Legal & Compliance,45,43,2,0,8,0,0,95.56,2026-06-19T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-012,Procurement & Supply Chain,45,45,0,0,9,3,1,100.0,2026-06-19T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-013,Logistics & Warehouse,45,43,0,2,17,8,2,95.56,2026-06-19T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-014,Production & Manufacturing,45,39,1,5,12,11,11,86.67,2026-06-19T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-015,Quality Assurance,45,45,0,0,6,5,1,100.0,2026-06-19T18:00:00+05:00,Validated
2026-06-19,DEPARTMENT-016,Research & Development,45,41,1,3,3,7,2,91.11,2026-06-19T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-001,HR,45,40,1,4,6,0,0,88.89,2026-06-20T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-002,Finance,45,40,1,4,10,3,1,88.89,2026-06-20T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-003,Sales,45,38,2,5,12,7,2,84.44,2026-06-20T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-004,Customer Support,45,34,2,9,4,5,1,75.56,2026-06-20T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-005,Engineering,45,37,0,8,0,9,3,82.22,2026-06-20T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-006,Operations,45,39,1,5,0,6,2,86.67,2026-06-20T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-007,IT,45,41,2,2,8,4,1,91.11,2026-06-20T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-008,Medical Care,45,42,0,3,17,10,10,93.33,2026-06-20T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-009,Training & Development,45,40,1,4,9,2,0,88.89,2026-06-20T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-010,Administration & Facilities,45,40,1,4,3,0,0,88.89,2026-06-20T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-011,Legal & Compliance,45,40,2,3,4,0,0,88.89,2026-06-20T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-012,Procurement & Supply Chain,45,40,1,4,6,3,1,88.89,2026-06-20T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-013,Logistics & Warehouse,45,37,2,6,9,8,2,82.22,2026-06-20T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-014,Production & Manufacturing,45,36,4,5,13,11,11,80.0,2026-06-20T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-015,Quality Assurance,45,36,2,7,4,5,1,80.0,2026-06-20T18:00:00+05:00,Validated
2026-06-20,DEPARTMENT-016,Research & Development,45,38,3,4,3,7,2,84.44,2026-06-20T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-001,HR,45,40,0,5,10,0,0,88.89,2026-06-21T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-002,Finance,45,38,2,5,10,3,1,84.44,2026-06-21T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-003,Sales,45,42,1,2,8,7,2,93.33,2026-06-21T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-004,Customer Support,45,39,3,3,12,5,1,86.67,2026-06-21T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-005,Engineering,45,42,1,2,10,9,3,93.33,2026-06-21T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-006,Operations,45,38,2,5,0,6,2,84.44,2026-06-21T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-007,IT,45,39,2,4,0,4,1,86.67,2026-06-21T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-008,Medical Care,45,38,2,5,9,10,10,84.44,2026-06-21T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-009,Training & Development,45,40,1,4,4,2,0,88.89,2026-06-21T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-010,Administration & Facilities,45,39,1,5,10,0,0,86.67,2026-06-21T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-011,Legal & Compliance,45,40,1,4,13,0,0,88.89,2026-06-21T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-012,Procurement & Supply Chain,45,42,1,2,9,3,1,93.33,2026-06-21T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-013,Logistics & Warehouse,45,36,2,7,17,8,2,80.0,2026-06-21T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-014,Production & Manufacturing,45,38,2,5,17,11,11,84.44,2026-06-21T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-015,Quality Assurance,45,41,0,4,5,5,1,91.11,2026-06-21T18:00:00+05:00,Validated
2026-06-21,DEPARTMENT-016,Research & Development,45,42,0,3,15,7,2,93.33,2026-06-21T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-001,HR,45,43,1,1,7,0,0,95.56,2026-06-22T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-002,Finance,45,44,1,0,9,3,1,97.78,2026-06-22T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-003,Sales,45,40,2,3,0,7,2,88.89,2026-06-22T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-004,Customer Support,45,39,2,4,12,5,1,86.67,2026-06-22T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-005,Engineering,45,42,3,0,1,9,3,93.33,2026-06-22T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-006,Operations,45,43,1,1,9,6,2,95.56,2026-06-22T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-007,IT,45,40,2,3,6,4,1,88.89,2026-06-22T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-008,Medical Care,45,41,0,4,12,10,10,91.11,2026-06-22T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-009,Training & Development,45,44,0,1,5,2,0,97.78,2026-06-22T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-010,Administration & Facilities,45,41,4,0,9,0,0,91.11,2026-06-22T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-011,Legal & Compliance,45,41,2,2,9,0,0,91.11,2026-06-22T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-012,Procurement & Supply Chain,45,44,0,1,7,3,1,97.78,2026-06-22T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-013,Logistics & Warehouse,45,40,1,4,8,8,2,88.89,2026-06-22T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-014,Production & Manufacturing,45,40,1,4,9,11,11,88.89,2026-06-22T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-015,Quality Assurance,45,41,2,2,12,5,1,91.11,2026-06-22T18:00:00+05:00,Validated
2026-06-22,DEPARTMENT-016,Research & Development,45,43,0,2,5,7,2,95.56,2026-06-22T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-001,HR,45,43,1,1,5,0,0,95.56,2026-06-23T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-002,Finance,45,45,0,0,8,3,1,100.0,2026-06-23T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-003,Sales,45,40,1,4,6,7,2,88.89,2026-06-23T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-004,Customer Support,45,44,1,0,5,5,1,97.78,2026-06-23T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-005,Engineering,45,43,2,0,12,9,3,95.56,2026-06-23T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-006,Operations,45,42,1,2,8,6,2,93.33,2026-06-23T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-007,IT,45,44,1,0,5,4,1,97.78,2026-06-23T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-008,Medical Care,45,41,1,3,9,10,10,91.11,2026-06-23T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-009,Training & Development,45,42,3,0,5,2,0,93.33,2026-06-23T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-010,Administration & Facilities,45,41,2,2,8,0,0,91.11,2026-06-23T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-011,Legal & Compliance,45,42,1,2,11,0,0,93.33,2026-06-23T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-012,Procurement & Supply Chain,45,42,1,2,9,3,1,93.33,2026-06-23T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-013,Logistics & Warehouse,45,41,1,3,18,8,2,91.11,2026-06-23T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-014,Production & Manufacturing,45,43,0,2,21,11,11,95.56,2026-06-23T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-015,Quality Assurance,45,43,2,0,13,5,1,95.56,2026-06-23T18:00:00+05:00,Validated
2026-06-23,DEPARTMENT-016,Research & Development,45,43,2,0,0,7,2,95.56,2026-06-23T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-001,HR,45,43,1,1,6,0,0,95.56,2026-06-24T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-002,Finance,45,43,2,0,9,3,1,95.56,2026-06-24T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-003,Sales,45,42,2,1,0,7,2,93.33,2026-06-24T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-004,Customer Support,45,40,1,4,15,5,1,88.89,2026-06-24T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-005,Engineering,45,45,0,0,9,9,3,100.0,2026-06-24T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-006,Operations,45,42,2,1,11,6,2,93.33,2026-06-24T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-007,IT,45,44,0,1,4,4,1,97.78,2026-06-24T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-008,Medical Care,45,43,1,1,17,10,10,95.56,2026-06-24T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-009,Training & Development,45,42,0,3,3,2,0,93.33,2026-06-24T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-010,Administration & Facilities,45,43,2,0,5,0,0,95.56,2026-06-24T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-011,Legal & Compliance,45,44,1,0,5,0,0,97.78,2026-06-24T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-012,Procurement & Supply Chain,45,45,0,0,1,3,1,100.0,2026-06-24T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-013,Logistics & Warehouse,45,39,2,4,13,8,2,86.67,2026-06-24T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-014,Production & Manufacturing,45,41,3,1,9,11,11,91.11,2026-06-24T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-015,Quality Assurance,45,43,1,1,10,5,1,95.56,2026-06-24T18:00:00+05:00,Validated
2026-06-24,DEPARTMENT-016,Research & Development,45,42,3,0,3,7,2,93.33,2026-06-24T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-001,HR,45,41,2,2,4,0,0,91.11,2026-06-25T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-002,Finance,45,43,2,0,17,3,1,95.56,2026-06-25T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-003,Sales,45,41,3,1,7,7,2,91.11,2026-06-25T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-004,Customer Support,45,40,2,3,3,5,1,88.89,2026-06-25T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-005,Engineering,45,41,3,1,7,9,3,91.11,2026-06-25T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-006,Operations,45,41,1,3,9,6,2,91.11,2026-06-25T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-007,IT,45,43,2,0,4,4,1,95.56,2026-06-25T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-008,Medical Care,45,42,3,0,19,10,10,93.33,2026-06-25T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-009,Training & Development,45,44,1,0,3,2,0,97.78,2026-06-25T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-010,Administration & Facilities,45,45,0,0,10,0,0,100.0,2026-06-25T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-011,Legal & Compliance,45,43,2,0,0,0,0,95.56,2026-06-25T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-012,Procurement & Supply Chain,45,43,2,0,9,3,1,95.56,2026-06-25T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-013,Logistics & Warehouse,45,39,0,6,12,8,2,86.67,2026-06-25T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-014,Production & Manufacturing,45,38,4,3,13,11,11,84.44,2026-06-25T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-015,Quality Assurance,45,41,4,0,10,5,1,91.11,2026-06-25T18:00:00+05:00,Validated
2026-06-25,DEPARTMENT-016,Research & Development,45,42,3,0,9,7,2,93.33,2026-06-25T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-001,HR,45,44,1,0,12,0,0,97.78,2026-06-26T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-002,Finance,45,43,0,2,6,3,1,95.56,2026-06-26T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-003,Sales,45,42,0,3,8,7,2,93.33,2026-06-26T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-004,Customer Support,45,43,1,1,8,5,1,95.56,2026-06-26T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-005,Engineering,45,44,1,0,9,9,3,97.78,2026-06-26T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-006,Operations,45,43,1,1,10,6,2,95.56,2026-06-26T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-007,IT,45,40,4,1,5,4,1,88.89,2026-06-26T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-008,Medical Care,45,41,3,1,16,10,10,91.11,2026-06-26T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-009,Training & Development,45,39,2,4,0,2,0,86.67,2026-06-26T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-010,Administration & Facilities,45,36,3,6,11,0,0,80.0,2026-06-26T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-011,Legal & Compliance,45,43,2,0,3,0,0,95.56,2026-06-26T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-012,Procurement & Supply Chain,45,41,3,1,10,3,1,91.11,2026-06-26T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-013,Logistics & Warehouse,45,40,2,3,17,8,2,88.89,2026-06-26T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-014,Production & Manufacturing,45,43,1,1,10,11,11,95.56,2026-06-26T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-015,Quality Assurance,45,40,2,3,11,5,1,88.89,2026-06-26T18:00:00+05:00,Validated
2026-06-26,DEPARTMENT-016,Research & Development,45,44,0,1,8,7,2,97.78,2026-06-26T18:00:00+05:00,Validated
2026-06-27,DEPARTMENT-001,HR,45,39,1,5,5,0,0,86.67,2026-06-27T18:00:00+05:00,Validated
2026-06-27,DEPARTMENT-002,Finance,45,41,0,4,6,3,1,91.11,2026-06-27T18:00:00+05:00,Validated
2026-06-27,DEPARTMENT-003,Sales,45,37,3,5,6,7,2,82.22,2026-06-27T18:00:00+05:00,Validated
2026-06-27,DEPARTMENT-004,Customer Support,45,39,2,4,1,5,1,86.67,2026-06-27T18:00:00+05:00,Validated
